#     id           name           mass (kg)               X (m)               Y (m)               Z (m)            VX (m/s)            VY (m/s)            VZ (m/s)
      10            Sun  1.988409424446e+30 -1.358873422159e+09  1.632083119108e+08  3.031609484911e+07 -6.972270317575e-01 -1.574083769173e+01  1.399409747826e-01
     199        Mercury  3.300999894895e+23  4.402246610946e+10 -4.104063334823e+10 -7.499510121434e+09  2.310603918660e+04  3.834062362943e+04  1.015107909039e+03
     299          Venus  4.867304720951e+24 -8.883389200501e+10  6.236360869498e+10  5.931723248850e+09 -2.043310825462e+04 -2.873149578833e+04  7.849195249943e+02
     301           Moon  7.345787519488e+22  1.471969755074e+11 -2.611139092581e+10  1.872376215540e+07  4.401687377707e+03  3.015693276072e+04  8.116558596247e+01
     399          Earth  5.972167056523e+24  1.468469804244e+11 -2.626164986344e+10  3.099741617835e+07  4.747550021185e+03  2.918624914369e+04 -2.384259075274e+00
     401         Phobos  0.000000000000e+00  1.872313801706e+11  1.004656034724e+11 -2.497063698682e+09 -1.125004994978e+04  2.539664410910e+04  1.223654058097e+03
     402         Deimos  0.000000000000e+00  1.872386538375e+11  1.004454740716e+11 -2.501488704124e+09 -9.567453659378e+03  2.441784443324e+04  4.291961219444e+02
     499           Mars  6.416907479232e+23  1.872237450819e+11  1.004617232931e+11 -2.493475791614e+09 -1.045240703904e+04  2.344824839108e+04  7.482820644806e+02
     501             Io  8.929646795249e+22  7.393841887169e+11  2.792869240153e+10 -1.663953460488e+10 -1.790908803330e+04  1.562348292499e+04 -2.371887753817e+02
     502         Europa  4.798572704574e+22  7.396823303040e+11  2.809303959567e+10 -1.662612330495e+10 -1.239116915435e+04  2.055841054840e+04 -5.758181805386e+01
     503       Ganymede  1.481478294021e+23  7.385379729855e+11  2.822461231526e+10 -1.663894402861e+10 -7.869865639350e+03  5.580188159777e+03 -4.510252888283e+02
     504       Callisto  1.075660636548e+23  7.411971762875e+11  2.731472268897e+10 -1.663644367548e+10  2.129124485408e+02  2.188330363607e+04  2.277358443732e+02
     505       Amalthea  2.466175673964e+18  7.393381378223e+11  2.732915997556e+10 -1.666255717964e+10  2.576406506935e+04  1.366374387911e+04  2.442474236775e+02
     506        Himalia  2.270679561000e+18  7.306291143943e+11  3.198654825833e+10 -1.158284454170e+10 -2.778862269597e+03  1.099198969042e+04 -4.560196817270e+02
     507          Elara  0.000000000000e+00  7.285738317498e+11  2.629109957602e+10 -1.075660416564e+10  4.608884366901e+01  1.065237144838e+04 -5.182212272766e+02
     508       Pasiphae  0.000000000000e+00  7.280426893872e+11  1.259683104235e+10 -1.782784387594e+10 -1.549958754131e+03  1.617328492963e+04 -1.047502006748e+03
     509         Sinope  0.000000000000e+00  7.135330945814e+11  3.724771637254e+10 -2.500305424979e+10 -3.166481169518e+02  1.550659529495e+04 -4.923531745601e+02
     510       Lysithea  0.000000000000e+00  7.501796875936e+11  2.862685355538e+10 -1.421503746913e+10 -1.601046089254e+03  1.671875078171e+04  1.256669810506e+03
     511          Carme  0.000000000000e+00  7.299534290170e+11  4.139003852108e+10 -1.212937172672e+10  2.028813790865e+03  1.504892727992e+04 -2.282140657752e+02
     512         Ananke  0.000000000000e+00  7.527702846350e+11  2.074376640650e+10 -8.025023289337e+09 -1.672573053639e+03  1.105869557106e+04 -9.176503211051e+02
     513           Leda  0.000000000000e+00  7.318985484520e+11  3.221225524863e+10 -1.980706136028e+10 -2.917385233077e+03  1.074559200927e+04  1.368867665007e+03
     514          Thebe  4.509835223956e+17  7.394231606742e+11  2.771828719429e+10 -1.665049474890e+10 -2.268587992458e+04  2.231276174843e+04 -1.343541719397e+02
     515       Adrastea  1.498284127560e+15  7.393538489821e+11  2.738284245511e+10 -1.665942699872e+10  3.056755643506e+04  1.742470510120e+04  5.439072500507e+02
     516          Metis  3.745710318900e+16  7.394554046847e+11  2.745929372829e+10 -1.665521356563e+10  1.209720784314e+04  4.256339161851e+04  1.180838200862e+03
     517     Callirrhoe  0.000000000000e+00  7.189349236179e+11  4.619197526545e+10 -2.943484989840e+10 -9.380039235020e+01  1.517778487690e+04 -7.564389346407e+02
     518       Themisto  0.000000000000e+00  7.392076172920e+11  2.107058032842e+10 -1.024139805765e+10  2.599002479950e+03  1.415965849594e+04 -1.846710981504e+00
     519      Megaclite  0.000000000000e+00  7.105319161409e+11  2.314068054279e+10 -1.747243533867e+10 -1.229520578833e+03  1.522827960758e+04 -9.895246093715e+02
     520        Taygete  0.000000000000e+00  7.226866095108e+11  3.949774487586e+09 -1.469855527008e+10 -1.849034058532e+03  1.492540632103e+04 -5.163570346593e+02
     521       Chaldene  0.000000000000e+00  7.211329016879e+11  3.949890784049e+10 -1.005891054935e+10  3.112318540612e+01  1.594645565396e+04  1.983878250086e+02
     522      Harpalyke  0.000000000000e+00  7.474045306871e+11  1.186268855635e+10 -1.304278893748e+10 -2.690386387245e+03  1.248811559941e+04 -1.586405018281e+03
     523         Kalyke  0.000000000000e+00  7.321647967541e+11  7.989100847914e+09 -2.166965599042e+10 -2.740973869971e+03  1.501438621708e+04 -1.294245059771e+02
     524        Iocaste  0.000000000000e+00  7.573856628169e+11  1.993110225391e+10 -1.506059394851e+10 -2.185192796974e+03  1.189283433917e+04  1.156277969424e+03
     525        Erinome  0.000000000000e+00  7.312497380925e+11  1.175685344774e+10 -1.571501347622e+10 -3.389492240929e+03  1.448168140590e+04 -7.218696988405e+02
     526         Isonoe  0.000000000000e+00  7.276740087987e+11  4.865260562200e+10 -1.037839902768e+10  1.303238843359e+03  1.447518661557e+04 -2.923011841425e+02
     527      Praxidike  0.000000000000e+00  7.341646039439e+11  3.776370719497e+09 -2.898758813152e+09 -2.185438616994e+03  1.432495910363e+04 -1.586958943627e+02
     528        Autonoe  0.000000000000e+00  7.399360025341e+11  5.538325690645e+10 -3.091756599947e+10  9.083859798637e+02  1.398485029384e+04  2.500524401065e+01
     529         Thyone  0.000000000000e+00  7.237606787882e+11  2.760138462192e+10 -8.220231522989e+09 -1.010886598786e+03  1.636289310843e+04 -1.023128968716e+03
     530       Hermippe  0.000000000000e+00  7.234622880207e+11  9.340490467759e+09 -1.560819182241e+10 -1.964597613527e+03  1.492341017110e+04 -1.132479198549e+03
     531          Aitne  0.000000000000e+00  7.547415153699e+11  5.121469995454e+10 -1.158594886877e+10  5.316982894345e+02  1.230661110281e+04  2.676426254759e+02
     532       Eurydome  0.000000000000e+00  7.501217638969e+11  1.685413303112e+09 -2.153219203905e+09 -1.849384646949e+03  1.273472692239e+04 -1.135838614483e+02
     533        Euanthe  0.000000000000e+00  7.190437057268e+11  3.174955806122e+10 -1.000599873593e+10 -9.360649030201e+02  1.583117509890e+04 -1.028840576634e+03
     534        Euporie  0.000000000000e+00  7.305798479868e+11  1.136216889267e+10 -2.707749816757e+10 -2.402595782593e+03  1.500134327936e+04 -7.188364474038e+02
     535       Orthosie  0.000000000000e+00  7.432137258511e+11  3.919664117674e+10 -2.255630100311e+10  2.040139639751e+03  1.160638482963e+04 -1.044298313399e+03
     536         Sponde  0.000000000000e+00  7.210282099752e+11  4.905706686537e+09 -1.890860184595e+10 -1.515968311882e+03  1.493450342256e+04  9.525627645851e+02
     537           Kale  0.000000000000e+00  7.528481477550e+11  4.023462257996e+10 -1.230091140859e+10  1.084292655196e+03  1.149849351694e+04 -3.529812848936e+02
     538       Pasithee  0.000000000000e+00  7.562009368660e+11  3.471237632157e+10 -1.338078596435e+10  9.360126789044e+02  1.138142306934e+04  6.353680468519e+02
     539       Hegemone  0.000000000000e+00  7.244702795610e+11  1.357409239360e+10 -2.097684937016e+10 -1.152221367810e+03  1.613637684741e+04 -7.312518912743e+02
     540          Mneme  0.000000000000e+00  7.401932517977e+11  9.270858306921e+09 -1.552117602949e+10 -2.907452704421e+03  1.280764450347e+04 -1.363035818750e+03
     541          Aoede  0.000000000000e+00  7.519026658180e+11 -2.705332141224e+09 -2.114019384044e+10 -1.568930350006e+03  1.273169507295e+04  6.533868985948e+02
     542      Thelxinoe  0.000000000000e+00  7.301302757633e+11  1.232563452408e+10 -1.552606399127e+10 -2.593065427812e+03  1.509438753716e+04  1.475945464899e+03
     543          Arche  0.000000000000e+00  7.662347344551e+11  2.575983207803e+10 -1.039660160137e+10 -5.329380784630e+02  1.169288174477e+04  1.268069125057e+02
     544     Kallichore  0.000000000000e+00  7.127987723166e+11  2.271249441179e+10 -2.255850545731e+10 -9.158339620669e+02  1.563020120488e+04  1.512980424601e+02
     545         Helike  0.000000000000e+00  7.606813566406e+11  3.142786510365e+10 -1.202104125685e+10  7.196316849001e+01  1.156998806150e+04 -8.383265331173e+02
     546          Carpo  0.000000000000e+00  7.219491091456e+11  1.812463054565e+10 -2.972934893427e+10  2.124305467346e+01  1.257258298832e+04 -1.363156167341e+03
     547       Eukelade  0.000000000000e+00  7.469439701773e+11  1.068515344446e+10 -1.798795621368e+10 -3.250653763543e+03  1.295013339315e+04  8.103638815943e+02
     548        Cyllene  0.000000000000e+00  7.361847714519e+11 -4.879744691768e+09  1.504550104592e+08 -1.762928291649e+03  1.350374838278e+04 -4.022168216577e+01
     549           Kore  0.000000000000e+00  7.426259595970e+11  6.733017168565e+09 -2.461405928250e+09 -2.574322106939e+03  1.335340691360e+04 -8.499093162151e+02
     550          Herse  0.000000000000e+00  7.347509358255e+11  5.559144430703e+10 -2.330591324005e+10  1.070130366907e+03  1.372882148418e+04  1.107012827732e+02
     551         2010J1  0.000000000000e+00  7.208678613211e+11  7.829855960673e+09 -1.330032246239e+10 -1.584061711752e+03  1.534885115358e+04 -5.050877023109e+02
     552         2010J2  0.000000000000e+00  7.244157254220e+11  1.033719350876e+10 -2.195267018344e+10 -2.193170898800e+03  1.475637886507e+04 -1.117150314006e+03
     553            Dia  0.000000000000e+00  7.525442089755e+11  2.301975986629e+10 -9.882933017456e+09 -2.494707932952e+01  1.605490130270e+04  8.057712337475e+01
     554         2016J1  0.000000000000e+00  7.514865541943e+11  1.378747479316e+10 -1.859887240809e+10 -2.092609409991e+03  1.205990381841e+04  1.677969727375e+03
     555        2003J18  0.000000000000e+00  7.282191078401e+11  9.529941454269e+09 -1.875258573457e+10 -2.247620014107e+03  1.473468648537e+04  1.348337423455e+03
     556         2011J2  0.000000000000e+00  7.598036281567e+11  1.193436952931e+10 -9.989939567065e+09 -1.025443942518e+03  1.181055452795e+04 -7.707245661915e+02
     557         Eirene  0.000000000000e+00  7.563607328255e+11  9.714179209443e+09 -2.236721801124e+10 -1.546524097558e+03  1.176150637284e+04  2.730482697869e+02
     558  Philophrosyne  0.000000000000e+00  7.256212774032e+11  2.426694266946e+10 -7.501880496679e+09 -2.067841481403e+03  1.640303213416e+04 -2.134694673455e+02
     559         2017J1  0.000000000000e+00  7.586730230053e+11  2.310361124419e+10 -1.409492579801e+10 -2.250292687739e+03  1.177071083413e+04  1.084270599963e+03
     560        Eupheme  0.000000000000e+00  7.600000699175e+11  3.631690492090e+10 -3.007207174515e+10  1.253028412286e+02  1.191438877089e+04  1.970484660266e+02
     561        2003J19  0.000000000000e+00  7.399534609574e+11  7.570771294758e+09 -1.894596166173e+10 -3.185489251816e+03  1.411795402124e+04 -5.441598289226e+02
     562       Valetudo  0.000000000000e+00  7.211337307202e+11  1.408403093013e+10 -1.912734037215e+10  4.761330810623e+02  1.231406961837e+04  1.149236468597e+03
     563         2017J2  0.000000000000e+00  7.362887196179e+11  5.245563330530e+10 -1.745041347168e+10  1.229392210728e+03  1.444230091694e+04  4.629730670502e+02
     564         2017J3  0.000000000000e+00  7.547529486261e+11  1.972901152125e+10 -6.560329100106e+09 -1.717423808163e+03  1.146315609959e+04 -8.533663737171e+02
     565         Pandia  0.000000000000e+00  7.312061657864e+11  1.922013421820e+10 -1.617101049682e+10  1.016206993446e+03  1.127247185574e+04  1.473914348493e+03
