           Time Step     Kinetic Energy eV     Potential Energy eV       Total Energy eV
                 575           65.7251636          -92.1788690          -26.4537054
                 576           65.6773785          -92.1310838          -26.4537053
                 577           65.6295178          -92.0832232          -26.4537054
                 578           65.5815821          -92.0352874          -26.4537053
                 579           65.5335720          -91.9872773          -26.4537054
                 580           65.4854880          -91.9391934          -26.4537053
                 581           65.4373310          -91.8910363          -26.4537053
                 582           65.3891017          -91.8428070          -26.4537053
                 583           65.3408008          -91.7945061          -26.4537053
                 584           65.2924290          -91.7461342          -26.4537053
                 585           65.2439871          -91.6976923          -26.4537052
                 586           65.1954759          -91.6491811          -26.4537052
                 587           65.1468962          -91.6006013          -26.4537051
                 588           65.0982490          -91.5519541          -26.4537052
                 589           65.0495348          -91.5032399          -26.4537051
                 590           65.0007544          -91.4544595          -26.4537050
                 591           64.9519088          -91.4056139          -26.4537050
                 592           64.9029983          -91.3567033          -26.4537050
                 593           64.8540237          -91.3077286          -26.4537049
                 594           64.8049859          -91.2586907          -26.4537048
                 595           64.7558859          -91.2095906          -26.4537048
                 596           64.7067244          -91.1604292          -26.4537048
                 597           64.6575020          -91.1112068          -26.4537048
                 598           64.6082196          -91.0619244          -26.4537047
                 599           64.5588782          -91.0125829          -26.4537047
                 600           64.5094786          -90.9631832          -26.4537047
                 601           64.4600213          -90.9137259          -26.4537046
                 602           64.4105073          -90.8642119          -26.4537045
                 603           64.3609374          -90.8146418          -26.4537044
                 604           64.3113125          -90.7650169          -26.4537044
                 605           64.2616339          -90.7153382          -26.4537042
                 606           64.2119022          -90.6656064          -26.4537042
                 607           64.1621182          -90.6158224          -26.4537042
                 608           64.1122830          -90.5659872          -26.4537042
                 609           64.0623972          -90.5161014          -26.4537042
                 610           64.0124617          -90.4661657          -26.4537040
                 611           63.9624773          -90.4161813          -26.4537040
                 612           63.9124450          -90.3661490          -26.4537039
                 613           63.8623658          -90.3160696          -26.4537038
                 614           63.8122404          -90.2659443          -26.4537039
                 615           63.7620702          -90.2157739          -26.4537038
                 616           63.7118558          -90.1655594          -26.4537037
                 617           63.6615980          -90.1153017          -26.4537037
                 618           63.6112979          -90.0650016          -26.4537037
                 619           63.5609564          -90.0146601          -26.4537037
                 620           63.5105746          -89.9642782          -26.4537036
                 621           63.4601534          -89.9138570          -26.4537036
                 622           63.4096936          -89.8633972          -26.4537036
                 623           63.3591962          -89.8128997          -26.4537035
                 624           63.3086621          -89.7623656          -26.4537035
                 625           63.2580923          -89.7117958          -26.4537035
                 626           63.2074878          -89.6611912          -26.4537034
                 627           63.1568497          -89.6105530          -26.4537033
                 628           63.1061790          -89.5598823          -26.4537032
                 629           63.0554767          -89.5091799          -26.4537032
                 630           63.0047437          -89.4584469          -26.4537032
                 631           62.9539809          -89.4076841          -26.4537031
                 632           62.9031896          -89.3568927          -26.4537031
                 633           62.8523706          -89.3060736          -26.4537030
                 634           62.8015251          -89.2552281          -26.4537030
                 635           62.7506539          -89.2043569          -26.4537029
                 636           62.6997582          -89.1534611          -26.4537030
                 637           62.6488390          -89.1025418          -26.4537028
                 638           62.5978973          -89.0516001          -26.4537028
                 639           62.5469344          -89.0006371          -26.4537027
                 640           62.4959513          -88.9496540          -26.4537027
                 641           62.4449492          -88.8986519          -26.4537026
                 642           62.3939290          -88.8476315          -26.4537025
                 643           62.3428917          -88.7965940          -26.4537023
                 644           62.2918385          -88.7455408          -26.4537023
                 645           62.2407704          -88.6944727          -26.4537022
                 646           62.1896884          -88.6433905          -26.4537022
                 647           62.1385936          -88.5922958          -26.4537022
                 648           62.0874873          -88.5411894          -26.4537021
                 649           62.0363705          -88.4900724          -26.4537020
                 650           61.9852445          -88.4389464          -26.4537019
                 651           61.9341103          -88.3878123          -26.4537020
                 652           61.8829690          -88.3366709          -26.4537019
                 653           61.8318216          -88.2855234          -26.4537018
                 654           61.7806691          -88.2343708          -26.4537017
                 655           61.7295126          -88.1832143          -26.4537017
                 656           61.6783532          -88.1320547          -26.4537015
                 657           61.6271923          -88.0808937          -26.4537014
                 658           61.5760308          -88.0297321          -26.4537013
                 659           61.5248696          -87.9785709          -26.4537013
                 660           61.4737099          -87.9274112          -26.4537013
                 661           61.4225529          -87.8762541          -26.4537012
                 662           61.3713997          -87.8251009          -26.4537012
                 663           61.3202516          -87.7739527          -26.4537011
                 664           61.2691097          -87.7228106          -26.4537010
                 665           61.2179750          -87.6716759          -26.4537009
                 666           61.1668490          -87.6205497          -26.4537007
                 667           61.1157327          -87.5694333          -26.4537006
                 668           61.0646270          -87.5183276          -26.4537006
                 669           61.0135331          -87.4672335          -26.4537004
                 670           60.9624522          -87.4161527          -26.4537005
                 671           60.9113855          -87.3650859          -26.4537004
                 672           60.8603341          -87.3140345          -26.4537003
                 673           60.8092990          -87.2629993          -26.4537003
                 674           60.7582815          -87.2119817          -26.4537002
                 675           60.7072827          -87.1609829          -26.4537002
                 676           60.6563040          -87.1100041          -26.4537001
                 677           60.6053465          -87.0590467          -26.4537002
                 678           60.5544114          -87.0081115          -26.4537001
                 679           60.5034997          -86.9571997          -26.4537000
                 680           60.4526126          -86.9063125          -26.4536999
                 681           60.4017512          -86.8554511          -26.4536999
                 682           60.3509170          -86.8046168          -26.4536998
                 683           60.3001111          -86.7538110          -26.4536998
                 684           60.2493348          -86.7030346          -26.4536997
                 685           60.1985891          -86.6522888          -26.4536997
                 686           60.1478751          -86.6015748          -26.4536996
                 687           60.0971942          -86.5508938          -26.4536997
                 688           60.0465473          -86.5002469          -26.4536996
                 689           59.9959361          -86.4496356          -26.4536995
                 690           59.9453618          -86.3990613          -26.4536996
                 691           59.8948254          -86.3485250          -26.4536995
                 692           59.8443281          -86.2980275          -26.4536994
                 693           59.7938710          -86.2475704          -26.4536994
                 694           59.7434552          -86.1971546          -26.4536994
                 695           59.6930819          -86.1467812          -26.4536993
                 696           59.6427524          -86.0964516          -26.4536992
                 697           59.5924679          -86.0461671          -26.4536991
                 698           59.5422297          -85.9959287          -26.4536990
                 699           59.4920386          -85.9457376          -26.4536990
                 700           59.4418957          -85.8955947          -26.4536989
                 701           59.3918024          -85.8455013          -26.4536989
                 702           59.3417600          -85.7954589          -26.4536989
                 703           59.2917695          -85.7454684          -26.4536988
                 704           59.2418322          -85.6955309          -26.4536987
                 705           59.1919492          -85.6456478          -26.4536986
                 706           59.1421216          -85.5958202          -26.4536986
                 707           59.0923507          -85.5460493          -26.4536985
                 708           59.0426378          -85.4963362          -26.4536985
                 709           58.9929838          -85.4466822          -26.4536984
                 710           58.9433902          -85.3970885          -26.4536983
                 711           58.8938582          -85.3475564          -26.4536982
                 712           58.8443892          -85.2980874          -26.4536982
                 713           58.7949840          -85.2486821          -26.4536981
                 714           58.7456438          -85.1993419          -26.4536981
                 715           58.6963698          -85.1500678          -26.4536981
                 716           58.6471631          -85.1008611          -26.4536980
                 717           58.5980248          -85.0517227          -26.4536979
                 718           58.5489563          -85.0026540          -26.4536977
                 719           58.4999586          -84.9536563          -26.4536977
                 720           58.4510328          -84.9047304          -26.4536976
                 721           58.4021801          -84.8558776          -26.4536975
                 722           58.3534016          -84.8070990          -26.4536974
                 723           58.3046985          -84.7583959          -26.4536974
                 724           58.2560719          -84.7097692          -26.4536973
                 725           58.2075231          -84.6612203          -26.4536972
                 726           58.1590534          -84.6127506          -26.4536972
                 727           58.1106635          -84.5643607          -26.4536971
                 728           58.0623547          -84.5160517          -26.4536971
                 729           58.0141279          -84.4678249          -26.4536970
                 730           57.9659846          -84.4196815          -26.4536970
                 731           57.9179258          -84.3716227          -26.4536970
                 732           57.8699526          -84.3236495          -26.4536969
                 733           57.8220662          -84.2757630          -26.4536969
                 734           57.7742677          -84.2279646          -26.4536969
                 735           57.7265584          -84.1802553          -26.4536968
                 736           57.6789393          -84.1326361          -26.4536968
                 737           57.6314114          -84.0851082          -26.4536968
                 738           57.5839758          -84.0376726          -26.4536968
                 739           57.5366336          -83.9903303          -26.4536966
                 740           57.4893860          -83.9430825          -26.4536966
                 741           57.4422341          -83.8959306          -26.4536965
                 742           57.3951791          -83.8488755          -26.4536963
                 743           57.3482219          -83.8019181          -26.4536962
                 744           57.3013636          -83.7550598          -26.4536961
                 745           57.2546056          -83.7083017          -26.4536961
                 746           57.2079487          -83.6616448          -26.4536960
                 747           57.1613938          -83.6150898          -26.4536960
                 748           57.1149421          -83.5686380          -26.4536960
                 749           57.0685944          -83.5222904          -26.4536959
                 750           57.0223519          -83.4760477          -26.4536958
                 751           56.9762156          -83.4299114          -26.4536958
                 752           56.9301867          -83.3838824          -26.4536957
                 753           56.8842663          -83.3379619          -26.4536956
                 754           56.8384554          -83.2921509          -26.4536955
                 755           56.7927550          -83.2464505          -26.4536954
                 756           56.7471662          -83.2008616          -26.4536954
                 757           56.7016899          -83.1553852          -26.4536953
                 758           56.6563271          -83.1100224          -26.4536953
                 759           56.6110789          -83.0647741          -26.4536952
                 760           56.5659462          -83.0196413          -26.4536951
                 761           56.5209302          -82.9746252          -26.4536950
                 762           56.4760320          -82.9297270          -26.4536950
                 763           56.4312524          -82.8849473          -26.4536950
                 764           56.3865921          -82.8402871          -26.4536950
                 765           56.3420524          -82.7957472          -26.4536948
                 766           56.2976340          -82.7513288          -26.4536948
                 767           56.2533381          -82.7070328          -26.4536947
                 768           56.2091655          -82.6628602          -26.4536947
                 769           56.1651170          -82.6188117          -26.4536946
                 770           56.1211937          -82.5748882          -26.4536944
                 771           56.0773966          -82.5310910          -26.4536944
                 772           56.0337267          -82.4874210          -26.4536944
                 773           55.9901849          -82.4438791          -26.4536942
                 774           55.9467720          -82.4004661          -26.4536941
                 775           55.9034891          -82.3571831          -26.4536940
                 776           55.8603370          -82.3140309          -26.4536939
                 777           55.8173168          -82.2710107          -26.4536939
                 778           55.7744291          -82.2281230          -26.4536939
                 779           55.7316751          -82.1853688          -26.4536937
                 780           55.6890555          -82.1427492          -26.4536937
                 781           55.6465710          -82.1002646          -26.4536936
                 782           55.6042225          -82.0579160          -26.4536935
                 783           55.5620109          -82.0157044          -26.4536935
                 784           55.5199369          -81.9736302          -26.4536933
                 785           55.4780014          -81.9316946          -26.4536932
                 786           55.4362051          -81.8898982          -26.4536932
                 787           55.3945488          -81.8482418          -26.4536930
                 788           55.3530334          -81.8067264          -26.4536929
                 789           55.3116601          -81.7653529          -26.4536929
                 790           55.2704294          -81.7241223          -26.4536929
                 791           55.2293424          -81.6830350          -26.4536926
                 792           55.1883998          -81.6420925          -26.4536926
                 793           55.1476024          -81.6012951          -26.4536926
                 794           55.1069510          -81.5606437          -26.4536926
                 795           55.0664464          -81.5201391          -26.4536926
                 796           55.0260895          -81.4797820          -26.4536924
                 797           54.9858810          -81.4395734          -26.4536924
                 798           54.9458217          -81.3995141          -26.4536925
                 799           54.9059121          -81.3596047          -26.4536925
                 800           54.8661530          -81.3198454          -26.4536925
                 801           54.8265447          -81.2802371          -26.4536924
                 802           54.7870881          -81.2407805          -26.4536923
                 803           54.7477842          -81.2014765          -26.4536922
                 804           54.7086337          -81.1623259          -26.4536922
                 805           54.6696370          -81.1233291          -26.4536921
                 806           54.6307947          -81.0844867          -26.4536920
                 807           54.5921076          -81.0457996          -26.4536920
                 808           54.5535763          -81.0072683          -26.4536920
                 809           54.5152015          -80.9688935          -26.4536920
                 810           54.4769837          -80.9306757          -26.4536920
                 811           54.4389238          -80.8926158          -26.4536920
                 812           54.4010225          -80.8547144          -26.4536919
                 813           54.3632804          -80.8169722          -26.4536918
                 814           54.3256981          -80.7793898          -26.4536917
                 815           54.2882761          -80.7419678          -26.4536917
                 816           54.2510151          -80.7047068          -26.4536917
                 817           54.2139157          -80.6676073          -26.4536916
                 818           54.1769784          -80.6306701          -26.4536917
                 819           54.1402040          -80.5938957          -26.4536917
                 820           54.1035931          -80.5572847          -26.4536916
                 821           54.0671463          -80.5208378          -26.4536916
                 822           54.0308639          -80.4845554          -26.4536915
                 823           53.9947468          -80.4484381          -26.4536913
                 824           53.9587954          -80.4124867          -26.4536913
                 825           53.9230101          -80.3767013          -26.4536912
                 826           53.8873915          -80.3410828          -26.4536913
                 827           53.8519402          -80.3056315          -26.4536913
                 828           53.8166567          -80.2703479          -26.4536912
                 829           53.7815415          -80.2352328          -26.4536912
                 830           53.7465948          -80.2002860          -26.4536912
                 831           53.7118171          -80.1655083          -26.4536911
                 832           53.6772090          -80.1309001          -26.4536911
                 833           53.6427710          -80.0964620          -26.4536911
                 834           53.6085033          -80.0621943          -26.4536910
                 835           53.5744066          -80.0280976          -26.4536910
                 836           53.5404815          -79.9941725          -26.4536909
                 837           53.5067284          -79.9604193          -26.4536909
                 838           53.4731477          -79.9268386          -26.4536909
                 839           53.4397401          -79.8934309          -26.4536908
                 840           53.4065058          -79.8601967          -26.4536908
                 841           53.3734451          -79.8271360          -26.4536909
                 842           53.3405584          -79.7942493          -26.4536908
                 843           53.3078464          -79.7615372          -26.4536909
                 844           53.2753093          -79.7290001          -26.4536908
                 845           53.2429473          -79.6966381          -26.4536908
                 846           53.2107607          -79.6644516          -26.4536908
                 847           53.1787501          -79.6324407          -26.4536906
                 848           53.1469157          -79.6006062          -26.4536905
                 849           53.1152579          -79.5689484          -26.4536906
                 850           53.0837768          -79.5374674          -26.4536906
                 851           53.0524729          -79.5061634          -26.4536905
                 852           53.0213464          -79.4750369          -26.4536905
                 853           52.9903979          -79.4440886          -26.4536907
                 854           52.9596280          -79.4133185          -26.4536905
                 855           52.9290366          -79.3827271          -26.4536906
                 856           52.8986236          -79.3523142          -26.4536905
                 857           52.8683894          -79.3220799          -26.4536905
                 858           52.8383342          -79.2920247          -26.4536905
                 859           52.8084585          -79.2621489          -26.4536905
                 860           52.7787627          -79.2324532          -26.4536905
                 861           52.7492470          -79.2029376          -26.4536906
                 862           52.7199116          -79.1736022          -26.4536905
                 863           52.6907566          -79.1444471          -26.4536905
                 864           52.6617822          -79.1154727          -26.4536906
                 865           52.6329885          -79.0866791          -26.4536905
                 866           52.6043758          -79.0580663          -26.4536905
                 867           52.5759442          -79.0296347          -26.4536905
                 868           52.5476940          -79.0013845          -26.4536905
                 869           52.5196256          -78.9733161          -26.4536904
                 870           52.4917392          -78.9454296          -26.4536904
                 871           52.4640348          -78.9177252          -26.4536904
                 872           52.4365125          -78.8902029          -26.4536904
                 873           52.4091724          -78.8628627          -26.4536902
                 874           52.3820148          -78.8357050          -26.4536902
                 875           52.3550396          -78.8087298          -26.4536901
                 876           52.3282473          -78.7819375          -26.4536903
                 877           52.3016377          -78.7553279          -26.4536903
                 878           52.2752109          -78.7289013          -26.4536904
                 879           52.2489671          -78.7026574          -26.4536904
                 880           52.2229064          -78.6765967          -26.4536903
                 881           52.1970288          -78.6507191          -26.4536903
                 882           52.1713345          -78.6250247          -26.4536903
                 883           52.1458234          -78.5995136          -26.4536902
                 884           52.1204958          -78.5741861          -26.4536903
                 885           52.0953519          -78.5490421          -26.4536902
                 886           52.0703915          -78.5240817          -26.4536902
                 887           52.0456144          -78.4993047          -26.4536903
                 888           52.0210207          -78.4747109          -26.4536902
                 889           51.9966103          -78.4503005          -26.4536902
                 890           51.9723832          -78.4260734          -26.4536902
                 891           51.9483397          -78.4020298          -26.4536901
                 892           51.9244802          -78.3781703          -26.4536901
                 893           51.9008045          -78.3544946          -26.4536901
                 894           51.8773122          -78.3310023          -26.4536901
                 895           51.8540034          -78.3076935          -26.4536901
                 896           51.8308783          -78.2845683          -26.4536900
                 897           51.8079367          -78.2616266          -26.4536899
                 898           51.7851788          -78.2388687          -26.4536899
                 899           51.7626046          -78.2162945          -26.4536899
                 900           51.7402139          -78.1939038          -26.4536899
                 901           51.7180068          -78.1716967          -26.4536900
                 902           51.6959831          -78.1496731          -26.4536900
                 903           51.6741425          -78.1278325          -26.4536899
                 904           51.6524850          -78.1061750          -26.4536900
                 905           51.6310105          -78.0847004          -26.4536899
                 906           51.6097189          -78.0634088          -26.4536899
                 907           51.5886100          -78.0423000          -26.4536900
                 908           51.5676836          -78.0213736          -26.4536900
                 909           51.5469397          -78.0006297          -26.4536900
                 910           51.5263783          -77.9800683          -26.4536900
                 911           51.5059992          -77.9596893          -26.4536901
                 912           51.4858023          -77.9394924          -26.4536901
                 913           51.4657872          -77.9194774          -26.4536902
                 914           51.4459539          -77.8996441          -26.4536902
                 915           51.4263022          -77.8799924          -26.4536902
                 916           51.4068320          -77.8605222          -26.4536902
                 917           51.3875435          -77.8412337          -26.4536903
                 918           51.3684364          -77.8221267          -26.4536903
                 919           51.3495106          -77.8032008          -26.4536903
                 920           51.3307657          -77.7844561          -26.4536904
                 921           51.3122018          -77.7658924          -26.4536905
                 922           51.2938188          -77.7475093          -26.4536904
                 923           51.2756163          -77.7293067          -26.4536904
                 924           51.2575940          -77.7112844          -26.4536904
                 925           51.2397520          -77.6934424          -26.4536904
                 926           51.2220899          -77.6757804          -26.4536905
                 927           51.2046074          -77.6582979          -26.4536905
                 928           51.1873044          -77.6409949          -26.4536905
                 929           51.1701806          -77.6238712          -26.4536906
                 930           51.1532357          -77.6069263          -26.4536906
                 931           51.1364694          -77.5901602          -26.4536907
                 932           51.1198815          -77.5735723          -26.4536908
                 933           51.1034714          -77.5571622          -26.4536908
                 934           51.0872389          -77.5409297          -26.4536908
                 935           51.0711839          -77.5248747          -26.4536909
                 936           51.0553059          -77.5089968          -26.4536908
                 937           51.0396049          -77.4932957          -26.4536908
                 938           51.0240807          -77.4777714          -26.4536907
                 939           51.0087328          -77.4624237          -26.4536908
                 940           50.9935610          -77.4472518          -26.4536908
                 941           50.9785648          -77.4322556          -26.4536908
                 942           50.9637440          -77.4174348          -26.4536908
                 943           50.9490985          -77.4027893          -26.4536908
                 944           50.9346278          -77.3883187          -26.4536909
                 945           50.9203318          -77.3740228          -26.4536909
                 946           50.9062100          -77.3599009          -26.4536909
                 947           50.8922622          -77.3459533          -26.4536911
                 948           50.8784882          -77.3321793          -26.4536911
                 949           50.8648875          -77.3185786          -26.4536911
                 950           50.8514599          -77.3051510          -26.4536911
                 951           50.8382049          -77.2918960          -26.4536911
                 952           50.8251223          -77.2788135          -26.4536912
                 953           50.8122117          -77.2659030          -26.4536913
                 954           50.7994727          -77.2531640          -26.4536913
                 955           50.7869047          -77.2405960          -26.4536912
                 956           50.7745076          -77.2281988          -26.4536912
                 957           50.7622811          -77.2159725          -26.4536913
                 958           50.7502249          -77.2039163          -26.4536914
                 959           50.7383383          -77.1920297          -26.4536914
                 960           50.7266208          -77.1803122          -26.4536914
                 961           50.7150720          -77.1687634          -26.4536914
                 962           50.7036917          -77.1573831          -26.4536914
                 963           50.6924795          -77.1461709          -26.4536914
                 964           50.6814349          -77.1351263          -26.4536914
                 965           50.6705575          -77.1242490          -26.4536915
                 966           50.6598470          -77.1135386          -26.4536915
                 967           50.6493030          -77.1029946          -26.4536916
                 968           50.6389250          -77.0926166          -26.4536916
                 969           50.6287124          -77.0824040          -26.4536916
                 970           50.6186650          -77.0723566          -26.4536916
                 971           50.6087823          -77.0624741          -26.4536917
                 972           50.5990639          -77.0527556          -26.4536916
                 973           50.5895094          -77.0432011          -26.4536917
                 974           50.5801182          -77.0338100          -26.4536918
                 975           50.5708899          -77.0245817          -26.4536918
                 976           50.5618240          -77.0155158          -26.4536918
                 977           50.5529203          -77.0066122          -26.4536919
                 978           50.5441781          -76.9978700          -26.4536919
                 979           50.5355969          -76.9892887          -26.4536919
                 980           50.5271763          -76.9808682          -26.4536919
                 981           50.5189159          -76.9726079          -26.4536919
                 982           50.5108156          -76.9645077          -26.4536921
                 983           50.5028746          -76.9565668          -26.4536921
                 984           50.4950923          -76.9487845          -26.4536922
                 985           50.4874681          -76.9411604          -26.4536923
                 986           50.4800018          -76.9336940          -26.4536923
                 987           50.4726927          -76.9263850          -26.4536923
                 988           50.4655404          -76.9192326          -26.4536923
                 989           50.4585442          -76.9122364          -26.4536923
                 990           50.4517037          -76.9053961          -26.4536924
                 991           50.4450186          -76.8987110          -26.4536924
                 992           50.4384882          -76.8921807          -26.4536925
                 993           50.4321121          -76.8858046          -26.4536925
                 994           50.4258897          -76.8795823          -26.4536926
                 995           50.4198205          -76.8735132          -26.4536926
                 996           50.4139043          -76.8675970          -26.4536927
                 997           50.4081405          -76.8618332          -26.4536927
                 998           50.4025285          -76.8562212          -26.4536927
                 999           50.3970679          -76.8507608          -26.4536928
                1000           50.3917582          -76.8454510          -26.4536928
                1001           50.3865987          -76.8402915          -26.4536928
                1002           50.3815887          -76.8352816          -26.4536929
                1003           50.3767278          -76.8304208          -26.4536930
                1004           50.3720154          -76.8257084          -26.4536930
                1005           50.3674510          -76.8211442          -26.4536932
                1006           50.3630344          -76.8167275          -26.4536931
                1007           50.3587649          -76.8124580          -26.4536931
                1008           50.3546418          -76.8083348          -26.4536931
                1009           50.3506646          -76.8043577          -26.4536931
                1010           50.3468330          -76.8005262          -26.4536931
                1011           50.3431462          -76.7968394          -26.4536932
                1012           50.3396038          -76.7932970          -26.4536932
                1013           50.3362052          -76.7898984          -26.4536932
                1014           50.3329499          -76.7866431          -26.4536932
                1015           50.3298371          -76.7835303          -26.4536932
                1016           50.3268662          -76.7805594          -26.4536932
                1017           50.3240367          -76.7777300          -26.4536933
                1018           50.3213481          -76.7750414          -26.4536934
                1019           50.3187998          -76.7724933          -26.4536935
                1020           50.3163914          -76.7700849          -26.4536934
                1021           50.3141225          -76.7678159          -26.4536934
                1022           50.3119925          -76.7656859          -26.4536934
                1023           50.3100007          -76.7636943          -26.4536936
                1024           50.3081467          -76.7618403          -26.4536937
                1025           50.3064299          -76.7601235          -26.4536937
                1026           50.3048497          -76.7585434          -26.4536937
                1027           50.3034053          -76.7570990          -26.4536938
                1028           50.3020962          -76.7557899          -26.4536937
                1029           50.3009218          -76.7546156          -26.4536937
                1030           50.2998816          -76.7535755          -26.4536939
                1031           50.2989749          -76.7526688          -26.4536938
                1032           50.2982013          -76.7518953          -26.4536939
                1033           50.2975602          -76.7512541          -26.4536939
                1034           50.2970509          -76.7507448          -26.4536939
                1035           50.2966728          -76.7503668          -26.4536939
                1036           50.2964253          -76.7501194          -26.4536940
                1037           50.2963078          -76.7500019          -26.4536941
                1038           50.2963197          -76.7500139          -26.4536942
                1039           50.2964607          -76.7501551          -26.4536944
                1040           50.2967302          -76.7504246          -26.4536944
                1041           50.2971275          -76.7508218          -26.4536943
                1042           50.2976520          -76.7513464          -26.4536943
                1043           50.2983032          -76.7519975          -26.4536944
                1044           50.2990802          -76.7527745          -26.4536943
                1045           50.2999825          -76.7536768          -26.4536944
                1046           50.3010093          -76.7547038          -26.4536945
                1047           50.3021604          -76.7558550          -26.4536946
                1048           50.3034351          -76.7571298          -26.4536946
                1049           50.3048328          -76.7585275          -26.4536947
                1050           50.3063529          -76.7600476          -26.4536947
                1051           50.3079949          -76.7616896          -26.4536947
                1052           50.3097582          -76.7634529          -26.4536947
                1053           50.3116424          -76.7653371          -26.4536947
                1054           50.3136467          -76.7673415          -26.4536948
                1055           50.3157702          -76.7694650          -26.4536948
                1056           50.3180122          -76.7717071          -26.4536948
                1057           50.3203726          -76.7740674          -26.4536949
                1058           50.3228508          -76.7765456          -26.4536949
                1059           50.3254461          -76.7791410          -26.4536949
                1060           50.3281578          -76.7818527          -26.4536949
                1061           50.3309856          -76.7846802          -26.4536947
                1062           50.3339286          -76.7876233          -26.4536947
                1063           50.3369863          -76.7906811          -26.4536948
                1064           50.3401580          -76.7938528          -26.4536949
                1065           50.3434428          -76.7971377          -26.4536949
                1066           50.3468403          -76.8005353          -26.4536949
                1067           50.3503499          -76.8040449          -26.4536950
                1068           50.3539711          -76.8076661          -26.4536950
                1069           50.3577033          -76.8113983          -26.4536950
                1070           50.3615458          -76.8152409          -26.4536951
                1071           50.3654978          -76.8191930          -26.4536952
                1072           50.3695588          -76.8232540          -26.4536952
                1073           50.3737284          -76.8274237          -26.4536953
                1074           50.3780059          -76.8317012          -26.4536953
                1075           50.3823907          -76.8360860          -26.4536953
                1076           50.3868820          -76.8405773          -26.4536953
                1077           50.3914794          -76.8451749          -26.4536954
                1078           50.3961822          -76.8498776          -26.4536954
                1079           50.4009896          -76.8546850          -26.4536955
                1080           50.4059013          -76.8595968          -26.4536955
                1081           50.4109168          -76.8646122          -26.4536955
                1082           50.4160354          -76.8697309          -26.4536954
                1083           50.4212566          -76.8749520          -26.4536955
                1084           50.4265794          -76.8802748          -26.4536955
                1085           50.4320034          -76.8856989          -26.4536955
                1086           50.4375282          -76.8912238          -26.4536956
                1087           50.4431527          -76.8968483          -26.4536956
                1088           50.4488763          -76.9025720          -26.4536957
                1089           50.4546985          -76.9083942          -26.4536957
                1090           50.4606187          -76.9143144          -26.4536957
                1091           50.4666365          -76.9203324          -26.4536959
                1092           50.4727513          -76.9264472          -26.4536959
                1093           50.4789625          -76.9326585          -26.4536960
                1094           50.4852697          -76.9389657          -26.4536960
                1095           50.4916724          -76.9453685          -26.4536961
                1096           50.4981697          -76.9518659          -26.4536962
                1097           50.5047610          -76.9584572          -26.4536962
                1098           50.5114458          -76.9651422          -26.4536964
                1099           50.5182235          -76.9719200          -26.4536964
                1100           50.5250935          -76.9787899          -26.4536964
                1101           50.5320550          -76.9857515          -26.4536965
                1102           50.5391075          -76.9928041          -26.4536966
                1103           50.5462504          -76.9999471          -26.4536967
                1104           50.5534832          -77.0071799          -26.4536967
                1105           50.5608055          -77.0145022          -26.4536967
                1106           50.5682165          -77.0219132          -26.4536967
                1107           50.5757156          -77.0294122          -26.4536966
                1108           50.5833021          -77.0369988          -26.4536967
                1109           50.5909754          -77.0446720          -26.4536966
                1110           50.5987348          -77.0524315          -26.4536967
                1111           50.6065801          -77.0602767          -26.4536966
                1112           50.6145108          -77.0682073          -26.4536966
                1113           50.6225258          -77.0762224          -26.4536966
                1114           50.6306245          -77.0843211          -26.4536966
                1115           50.6388065          -77.0925031          -26.4536966
                1116           50.6470709          -77.1007675          -26.4536967
                1117           50.6554174          -77.1091142          -26.4536968
                1118           50.6638456          -77.1175424          -26.4536968
                1119           50.6723547          -77.1260515          -26.4536969
                1120           50.6809443          -77.1346412          -26.4536969
                1121           50.6896140          -77.1433110          -26.4536970
                1122           50.6983630          -77.1520601          -26.4536971
                1123           50.7071907          -77.1608878          -26.4536971
                1124           50.7160966          -77.1697937          -26.4536972
                1125           50.7250799          -77.1787771          -26.4536972
                1126           50.7341402          -77.1878374          -26.4536972
                1127           50.7432769          -77.1969742          -26.4536973
                1128           50.7524892          -77.2061865          -26.4536973
                1129           50.7617766          -77.2154739          -26.4536973
                1130           50.7711384          -77.2248357          -26.4536973
                1131           50.7805743          -77.2342715          -26.4536972
                1132           50.7900839          -77.2437811          -26.4536972
                1133           50.7996664          -77.2533636          -26.4536972
                1134           50.8093215          -77.2630187          -26.4536973
                1135           50.8190485          -77.2727458          -26.4536973
                1136           50.8288469          -77.2825442          -26.4536973
                1137           50.8387160          -77.2924133          -26.4536973
                1138           50.8486550          -77.3023524          -26.4536974
                1139           50.8586635          -77.3123610          -26.4536975
                1140           50.8687409          -77.3224384          -26.4536975
                1141           50.8788867          -77.3325843          -26.4536976
                1142           50.8891004          -77.3427980          -26.4536976
                1143           50.8993813          -77.3530789          -26.4536977
                1144           50.9097288          -77.3634265          -26.4536977
                1145           50.9201426          -77.3738402          -26.4536976
                1146           50.9306221          -77.3843198          -26.4536977
                1147           50.9411667          -77.3948644          -26.4536978
                1148           50.9517757          -77.4054734          -26.4536978
                1149           50.9624487          -77.4161465          -26.4536979
                1150           50.9731853          -77.4268832          -26.4536979
                1151           50.9839849          -77.4376827          -26.4536978
                1152           50.9948467          -77.4485444          -26.4536978
                1153           51.0057702          -77.4594680          -26.4536978
                1154           51.0167550          -77.4704529          -26.4536979
                1155           51.0278007          -77.4814986          -26.4536979
