           Time Step     Kinetic Energy eV     Potential Energy eV       Total Energy eV         Current Temp
                3072           59.2539933          -37.3482830           21.9057103          143.3480575
                3073           58.9709300          -37.0629150           21.9080150          142.6632670
                3074           58.4490043          -36.5378776           21.9111266          141.4006173
                3075           57.7475982          -35.8317818           21.9158165          139.7037665
                3076           56.9465522          -35.0243946           21.9221576          137.7658652
                3077           56.1370573          -34.2084862           21.9285711          135.8075243
                3078           55.4112517          -33.4783913           21.9328603          134.0516454
                3079           54.8517010          -32.9142570           21.9374440          132.6979729
                3080           54.5219897          -32.5816703           21.9403195          131.9003309
                3081           54.4594685          -32.5182399           21.9412286          131.7490788
                3082           54.6710067          -32.7321210           21.9388858          132.2608349
                3083           55.1322313          -33.1968229           21.9354084          133.3766356
                3084           55.7903107          -33.8597208           21.9305899          134.9686701
                3085           56.5700114          -34.6456548           21.9243565          136.8549324
                3086           57.3823008          -35.4645327           21.9177681          138.8200339
                3087           58.1345148          -36.2220476           21.9124672          140.6398001
                3088           58.7409405          -36.8343133           21.9066272          142.1068734
                3089           59.1325957          -37.2280218           21.9045738          143.0543708
                3090           59.2650943          -37.3612695           21.9038249          143.3749134
                3091           59.1236997          -37.2187166           21.9049830          143.0328495
                3092           58.7249801          -36.8159427           21.9090374          142.0682618
                3093           58.1148984          -36.2012883           21.9136101          140.5923439
                3094           57.3635417          -35.4447699           21.9187717          138.7746516
                3095           56.5570957          -34.6332715           21.9238243          136.8236868
                3096           55.7879900          -33.8592349           21.9287551          134.9630558
                3097           55.1443281          -33.2113615           21.9329666          133.4059003
                3098           54.6998238          -32.7641495           21.9356743          132.3305494
                3099           54.5053830          -32.5677903           21.9375927          131.8601557
                3100           54.5832912          -32.6459717           21.9373195          132.0486323
                3101           54.9246821          -32.9897389           21.9349432          132.8745298
                3102           55.4905603          -33.5603550           21.9302053          134.2435099
                3103           56.2162630          -34.2915359           21.9247271          135.9991397
                3104           57.0188643          -35.0995328           21.9193315          137.9408035
                3105           57.8066619          -35.8942654           21.9123965          139.8466540
                3106           58.4896579          -36.5818506           21.9078073          141.4989671
                3107           58.9898445          -37.0860692           21.9037752          142.7090253
                3108           59.2501217          -37.3484581           21.9016637          143.3386914
                3109           59.2408235          -37.3397018           21.9011217          143.3161971
                3110           58.9631055          -37.0597392           21.9033663          142.6443379
                3111           58.4488159          -36.5424142           21.9064017          141.4001617
                3112           57.7568609          -35.8450493           21.9118116          139.7261748
                3113           56.9664672          -35.0479505           21.9185167          137.8140436
                3114           56.1681411          -34.2446855           21.9234556          135.8827224
                3115           55.4533341          -33.5250678           21.9282663          134.1534517
                3116           54.9039957          -32.9715548           21.9324409          132.8244848
                3117           54.5832265          -32.6480588           21.9351677          132.0484758
                3118           54.5280713          -32.5927882           21.9352831          131.9150436
                3119           54.7452879          -32.8115303           21.9337576          132.4405369
                3120           55.2105911          -33.2814956           21.9290955          133.5662047
                3121           55.8714242          -33.9454440           21.9259802          135.1649009
                3122           56.6529581          -34.7332434           21.9197147          137.0555983
                3123           57.4666330          -35.5519970           21.9146360          139.0240516
                3124           58.2202625          -36.3107161           21.9095464          140.8472423
                3125           58.8285541          -36.9237800           21.9047741          142.3188294
                3126           59.2228264          -37.3213396           21.9014868          143.2726584
                3127           59.3588262          -37.4590330           21.8997932          143.6016709
                3128           59.2217502          -37.3211387           21.9006115          143.2700547
                3129           58.8279159          -36.9244255           21.9034904          142.3172855
                3130           58.2228693          -36.3145891           21.9082802          140.8535487
                3131           57.4761495          -35.5624832           21.9136663          139.0470740
                3132           56.6733207          -34.7539449           21.9193758          137.1048598
                3133           55.9061880          -33.9817892           21.9243988          135.2490019
                3134           55.2622946          -33.3342024           21.9280922          133.6912863
                3135           54.8149140          -32.8838661           21.9310479          132.6089774
                3136           54.6146880          -32.6820452           21.9326428          132.1245878
                3137           54.6838318          -32.7533895           21.9304424          132.2918615
                3138           55.0136086          -33.0853336           21.9282750          133.0896619
                3139           55.5653468          -33.6416565           21.9236903          134.4244343
                3140           56.2748665          -34.3561791           21.9186874          136.1409140
                3141           57.0598258          -35.1479657           21.9118601          138.0398982
                3142           57.8291452          -35.9236956           21.9054496          139.9010460
                3143           58.4934315          -36.5921306           21.9013009          141.5080963
                3144           58.9752102          -37.0773127           21.8978975          142.6736218
                3145           59.2177884          -37.3217671           21.8960214          143.2604703
                3146           59.1917498          -37.2958015           21.8959483          143.1974772
                3147           58.8983355          -36.9995991           21.8987364          142.4876454
                3148           58.3693175          -36.4666476           21.9026699          141.2078381
                3149           57.6633904          -35.7560835           21.9073069          139.5000497
                3150           56.8594764          -34.9466217           21.9128547          137.5552102
                3151           56.0477324          -34.1284101           21.9193223          135.5914282
                3152           55.3192675          -33.3945489           21.9247185          133.8291159
                3153           54.7557450          -32.8276223           21.9281227          132.4658348
                3154           54.4200781          -32.4910390           21.9290391          131.6537850
                3155           54.3492485          -32.4194631           21.9297854          131.4824331
                3156           54.5500951          -32.6206893           21.9294058          131.9683238
                3157           54.9985467          -33.0724787           21.9260680          133.0532239
                3158           55.6423712          -33.7213881           21.9209831          134.6107730
                3159           56.4071412          -34.4933263           21.9138148          136.4609147
                3160           57.2047309          -35.2966832           21.9080477          138.3904544
                3161           57.9433680          -36.0406922           21.9026758          140.1773753
                3162           58.5380988          -36.6396358           21.8984630          141.6161561
                3163           58.9204802          -37.0239109           21.8965693          142.5412183
                3164           59.0463766          -37.1514823           21.8948944          142.8457886
                3165           58.9009730          -37.0040457           21.8969272          142.4940261
                3166           58.5004417          -36.6003293           21.9001124          141.5250555
                3167           57.8900774          -35.9854024           21.9046750          140.0484540
                3168           57.1391009          -35.2283600           21.9107408          138.2316815
                3169           56.3327405          -34.4154004           21.9173402          136.2809237
                3170           55.5624794          -33.6403530           21.9221264          134.4174975
                3171           54.9155910          -32.9903756           21.9252154          132.8525364
                3172           54.4651706          -32.5363350           21.9288357          131.7628734
                3173           54.2617758          -32.3313608           21.9304150          131.2708178
                3174           54.3276571          -32.3972956           21.9303615          131.4301989
                3175           54.6542187          -32.7260479           21.9281708          132.2202212
                3176           55.2030047          -33.2787682           21.9242364          133.5478514
                3177           55.9101122          -33.9903738           21.9197384          135.2584955
                3178           56.6935045          -34.7798092           21.9136953          137.1536887
                3179           57.4623988          -35.5536734           21.9087254          139.0138082
                3180           58.1276485          -36.2223888           21.9052597          140.6231892
                3181           58.6119455          -36.7100351           21.9019104          141.7948070
                3182           58.8586803          -36.9592341           21.8994462          142.3917111
                3183           58.8384145          -36.9382936           21.9001209          142.3426837
                3184           58.5522535          -36.6506374           21.9016160          141.6503992
                3185           58.0317442          -36.1279069           21.9038374          140.3911763
                3186           57.3352703          -35.4266671           21.9086032          138.7062571
                3187           56.5413917          -34.6271541           21.9142376          136.7856953
                3188           55.7398844          -33.8192978           21.9205866          134.8466781
                3189           55.0214887          -33.0957955           21.9256932          133.1087257
                3190           54.4675529          -32.5386512           21.9289018          131.7686367
                3191           54.1407431          -32.2082854           21.9324577          130.9780140
                3192           54.0778924          -32.1447902           21.9331022          130.8259647
                3193           54.2858048          -32.3539141           21.9318907          131.3289491
                3194           54.7404788          -32.8124478           21.9280311          132.4289028
                3195           55.3898491          -33.4668834           21.9229656          133.9998680
                3196           56.1597233          -34.2428315           21.9168918          135.8623580
                3197           56.9622538          -35.0507197           21.9115341          137.8038506
                3198           57.7059651          -35.7990400           21.9069251          139.6030470
                3199           58.3061830          -36.4047289           21.9014540          141.0551022
                3200           58.6946914          -36.7961705           21.8985209          141.9949870
                3201           58.8274977          -36.9312794           21.8962182          142.3162737
                3202           58.6898332          -36.7924100           21.8974232          141.9832340
                3203           58.2978213          -36.3981648           21.8996566          141.0348736
                3204           57.6966071          -35.7929019           21.9037051          139.5804079
                3205           56.9551773          -35.0460525           21.9091248          137.7867310
                3206           56.1584644          -34.2432620           21.9152024          135.8593124
                3207           55.3976168          -33.4775652           21.9200516          134.0186596
                3208           54.7595699          -32.8349802           21.9245897          132.4750880
                3209           54.3171074          -32.3889094           21.9281979          131.4046769
                3210           54.1205356          -32.1909250           21.9296106          130.9291276
                3211           54.1919356          -32.2627980           21.9291377          131.1018597
                3212           54.5226511          -32.5948746           21.9277765          131.9019309
                3213           55.0742826          -33.1515442           21.9227385          133.2364453
                3214           55.7830928          -33.8658621           21.9172307          134.9512086
                3215           56.5673170          -34.6560843           21.9112327          136.8484143
                3216           57.3365286          -35.4307668           21.9057619          138.7093013
                3217           58.0020015          -36.0997114           21.9022902          140.3192223
                3218           58.4868817          -36.5881069           21.8987748          141.4922508
                3219           58.7349957          -36.8378312           21.8971645          142.0924917
                3220           58.7172973          -36.8207699           21.8965275          142.0496756
                3221           58.4352129          -36.5364139           21.8987990          141.3672530
                3222           57.9205008          -36.0185872           21.9019136          140.1220547
                3223           57.2316440          -35.3240878           21.9075562          138.4555629
                3224           56.4471867          -34.5344831           21.9127036          136.5577933
                3225           55.6567754          -33.7392160           21.9175593          134.6456196
                3226           54.9509329          -33.0293586           21.9215743          132.9380361
                3227           54.4107305          -32.4853627           21.9253678          131.6311711
                3228           54.0985353          -32.1717652           21.9267701          130.8759043
                3229           54.0509017          -32.1236347           21.9272670          130.7606685
                3230           54.2744056          -32.3490617           21.9253440          131.3013721
                3231           54.7448947          -32.8237800           21.9211148          132.4395858
                3232           55.4102463          -33.4939999           21.9162464          134.0492132
                3233           56.1963249          -34.2856660           21.9106589          135.9509051
                3234           57.0154465          -35.1098833           21.9055632          137.9325351
                3235           57.7763725          -35.8770011           21.8993714          139.7733775
                3236           58.3947110          -36.4997596           21.8949514          141.2692703
                3237           58.8025404          -36.9105204           21.8920200          142.2558966
                3238           58.9561357          -37.0663683           21.8897673          142.6274764
                3239           58.8409242          -36.9501257           21.8907985          142.3487553
                3240           58.4731111          -36.5798169           21.8932941          141.4589368
                3241           57.8977900          -36.0001863           21.8976037          140.0671124
                3242           57.1837572          -35.2809011           21.9028561          138.3397146
                3243           56.4156184          -34.5070039           21.9086145          136.4814228
                3244           55.6840916          -33.7701890           21.9139026          134.7117034
                3245           55.0756255          -33.1585109           21.9171146          133.2396941
                3246           54.6625076          -32.7411314           21.9213762          132.2402737
                3247           54.4945910          -32.5716588           21.9229322          131.8340475
                3248           54.5935991          -32.6711097           21.9224894          132.0735693
                3249           54.9506516          -33.0308809           21.9197706          132.9373554
                3250           55.5272927          -33.6101480           21.9171447          134.3323735
                3251           56.2598948          -34.3478975           21.9119973          136.1046942
                3252           57.0669373          -35.1608562           21.9060812          138.0571025
                3253           57.8583392          -35.9574717           21.9008675          139.9716725
                3254           58.5457670          -36.6486291           21.8971379          141.6347070
                3255           59.0527414          -37.1596555           21.8930859          142.8611864
                3256           59.3233854          -37.4317879           21.8915976          143.5159320
                3257           59.3288179          -37.4373312           21.8914867          143.5290742
                3258           59.0704550          -37.1772676           21.8931874          142.9040393
                3259           58.5798626          -36.6826328           21.8972297          141.7171915
                3260           57.9151554          -36.0126586           21.9024969          140.1091231
                3261           57.1543562          -35.2461264           21.9082298          138.2685873
                3262           56.3864938          -34.4727599           21.9137338          136.4109642
                3263           55.7014374          -33.7823917           21.9190457          134.7536666
                3264           55.1796290          -33.2564599           21.9231691          133.4913006
                3265           54.8828949          -32.9564531           21.9264418          132.7734376
                3266           54.8473911          -32.9194593           21.9279319          132.6875464
                3267           55.0794764          -33.1554712           21.9240052          133.2490102
                3268           55.5549796          -33.6341565           21.9208231          134.3993538
                3269           56.2219609          -34.3057896           21.9161713          136.0129240
                3270           57.0066422          -35.0957013           21.9109409          137.9112356
                3271           57.8218249          -35.9168151           21.9050098          139.8833365
                3272           58.5768330          -36.6768426           21.8999904          141.7098623
                3273           59.1878543          -37.2912103           21.8966440          143.1880532
                3274           59.5874903          -37.6945481           21.8929422          144.1548581
                3275           59.7324248          -37.8402294           21.8921954          144.5054856
                3276           59.6083498          -37.7155439           21.8928059          144.2053216
                3277           59.2315610          -37.3357451           21.8958159          143.2937892
                3278           58.6470725          -36.7470223           21.9000502          141.8797866
                3279           57.9234495          -36.0177124           21.9057371          140.1291881
                3280           57.1449496          -35.2328269           21.9121228          138.2458308
                3281           56.4018881          -34.4844236           21.9174645          136.4482064
                3282           55.7803008          -33.8577008           21.9226001          134.9444541
                3283           55.3521108          -33.4271158           21.9249950          133.9085711
                3284           55.1669105          -33.2409433           21.9259673          133.4605320
                3285           55.2463022          -33.3202874           21.9260149          133.6525975
                3286           55.5814428          -33.6584459           21.9229969          134.4633741
                3287           56.1340624          -34.2155252           21.9185372          135.8002789
                3288           56.8408583          -34.9281915           21.9126668          137.5101689
                3289           57.6207407          -35.7134391           21.9073016          139.3968709
                3290           58.3841226          -36.4815526           21.9025700          141.2436547
                3291           59.0431752          -37.1462937           21.8968815          142.8380437
                3292           59.5218873          -37.6288768           21.8930105          143.9961504
                3293           59.7647676          -37.8741652           21.8906024          144.5837296
                3294           59.7432056          -37.8522113           21.8909942          144.5315665
                3295           59.4587639          -37.5653513           21.8934125          143.8434413
                3296           58.9430093          -37.0460277           21.8969816          142.5957210
                3297           58.2539304          -36.3530155           21.9009148          140.9286919
                3298           57.4693290          -35.5625816           21.9067475          139.0305739
                3299           56.6779410          -34.7663867           21.9115542          137.1160372
                3300           55.9693165          -34.0523271           21.9169894          135.4017234
                3301           55.4236039          -33.5028838           21.9207201          134.0815281
                3302           55.1024062          -33.1803532           21.9220530          133.3044822
                3303           55.0417548          -33.1184754           21.9232794          133.1577536
                3304           55.2480122          -33.3266880           21.9213242          133.6567343
                3305           55.6971562          -33.7796109           21.9175454          134.7433096
                3306           56.3375344          -34.4245020           21.9130324          136.2925211
                3307           57.0957753          -35.1883919           21.9073835          138.1268677
                3308           57.8851636          -35.9824800           21.9026836          140.0365665
                3309           58.6155462          -36.7181923           21.8973539          141.8035178
                3310           59.2036220          -37.3107985           21.8928235          143.2261986
                3311           59.5824415          -37.6916390           21.8908025          144.1426439
                3312           59.7090317          -37.8190324           21.8899993          144.4488925
                3313           59.5692719          -37.6789479           21.8903240          144.1107840
                3314           59.1794856          -37.2863402           21.8931455          143.1678076
                3315           58.5845362          -36.6863944           21.8981418          141.7284980
                3316           57.8526676          -35.9498400           21.9028275          139.9579516
                3317           57.0676943          -35.1584710           21.9092233          138.0589338
                3318           56.3193970          -34.4058782           21.9135188          136.2486428
                3319           55.6932485          -33.7757223           21.9175262          134.7338560
                3320           55.2606388          -33.3396786           21.9209601          133.6872807
                3321           55.0707120          -33.1482231           21.9224889          133.2278073
                3322           55.1447537          -33.2228225           21.9219312          133.4069300
                3323           55.4737591          -33.5547412           21.9190179          134.2028641
                3324           56.0194741          -34.1045076           21.9149665          135.5230653
                3325           56.7187781          -34.8091956           21.9095824          137.2148308
                3326           57.4909065          -35.5880186           21.9028879          139.0827744
                3327           58.2466936          -36.3492510           21.8974427          140.9111847
                3328           58.8987698          -37.0069240           21.8918457          142.4886961
                3329           59.3715625          -37.4828744           21.8886882          143.6324826
                3330           59.6099525          -37.7230499           21.8869026          144.2091990
                3331           59.5855811          -37.6977907           21.8877903          144.1502393
                3332           59.3001073          -37.4106467           21.8894606          143.4596173
                3333           58.7850309          -36.8919105           21.8931204          142.2135375
                3334           58.0981025          -36.1997286           21.8983739          140.5517111
                3335           57.3167463          -35.4127800           21.9039664          138.6614437
                3336           56.5292259          -34.6199631           21.9092628          136.7562638
                3337           55.8245745          -33.9104655           21.9141089          135.0515614
                3338           55.2824379          -33.3652228           21.9172151          133.7400175
                3339           54.9639869          -33.0450658           21.9189211          132.9696165
                3340           54.9049460          -32.9854413           21.9195047          132.8267839
                3341           55.1115199          -33.1936665           21.9178534          133.3265302
                3342           55.5596905          -33.6447696           21.9149209          134.4107505
                3343           56.1979653          -34.2867726           21.9111926          135.9548735
                3344           56.9532543          -35.0478044           21.9054500          137.7820790
                3345           57.7392120          -35.8393145           21.8998975          139.6834782
                3346           58.4660874          -36.5701311           21.8959564          141.4419451
                3347           59.0509529          -37.1590591           21.8918939          142.8568596
                3348           59.4271477          -37.5383093           21.8888384          143.7669552
                3349           59.5518641          -37.6638864           21.8879777          144.0686707
                3350           59.4110019          -37.5214700           21.8895319          143.7278949
                3351           59.0207411          -37.1284351           21.8923060          142.7837707
                3352           58.4256629          -36.5314170           21.8942460          141.3441497
                3353           57.6936192          -35.7948330           21.8987861          139.5731795
                3354           56.9079455          -35.0030543           21.9048912          137.6724672
                3355           56.1579239          -34.2479895           21.9099344          135.8580048
                3356           55.5285646          -33.6148884           21.9136762          134.3354504
                3357           55.0908770          -33.1746105           21.9162664          133.2765906
                3358           54.8937556          -32.9757880           21.9179676          132.7997120
                3359           54.9584020          -33.0409268           21.9174752          132.9561053
                3360           55.2759047          -33.3611504           21.9147543          133.7242122
                3361           55.8082713          -33.8985107           21.9097606          135.0121207
                3362           56.4927908          -34.5870942           21.9056966          136.6681193
                3363           57.2492254          -35.3493425           21.8998829          138.4980962
                3364           57.9890008          -36.0944209           21.8945799          140.2877707
                3365           58.6253564          -36.7345078           21.8908486          141.8272508
                3366           59.0832862          -37.1952409           21.8880453          142.9350806
                3367           59.3081283          -37.4224509           21.8856773          143.4790217
                3368           59.2718427          -37.3869664           21.8848763          143.3912390
                3369           58.9762405          -37.0903049           21.8859356          142.6761142
                3370           58.4528025          -36.5632002           21.8896023          141.4098061
                3371           57.7591081          -35.8653159           21.8937923          139.7316114
                3372           56.9722772          -35.0733328           21.8989444          137.8280993
                3373           56.1801792          -34.2755364           21.9046428          135.9118452
                3374           55.4714198          -33.5625229           21.9088968          134.1972049
                3375           54.9252437          -33.0129280           21.9123158          132.8758885
                3376           54.6024978          -32.6877364           21.9147614          132.0950971
                3377           54.5386940          -32.6227196           21.9159744          131.9407421
                3378           54.7399639          -32.8267544           21.9132095          132.4276569
                3379           55.1823728          -33.2731197           21.9092530          133.4979385
                3380           55.8146622          -33.9108349           21.9038273          135.0275816
                3381           56.5640974          -34.6657658           21.8983316          136.8406253
                3382           57.3447646          -35.4518127           21.8929519          138.7292259
                3383           58.0673706          -36.1803903           21.8869803          140.4773640
                3384           58.6494222          -36.7653085           21.8841137          141.8854711
                3385           59.0246282          -37.1431542           21.8814740          142.7931745
                3386           59.1504389          -37.2702177           21.8802212          143.0975374
                3387           59.0128617          -37.1317173           21.8811444          142.7647087
                3388           58.6280326          -36.7442566           21.8837760          141.8337252
                3389           58.0403329          -36.1516167           21.8887162          140.4119542
                3390           57.3172823          -35.4226897           21.8945926          138.6627403
                3391           56.5417973          -34.6417904           21.9000070          136.7866767
                3392           55.8026879          -33.8978423           21.9048456          134.9986131
                3393           55.1844951          -33.2755583           21.9089369          133.5030729
                3394           54.7578072          -32.8462205           21.9115866          132.4708236
                3395           54.5711933          -32.6592159           21.9119774          132.0193648
                3396           54.6456422          -32.7343051           21.9113371          132.1994727
                3397           54.9721602          -33.0631043           21.9090559          132.9893895
                3398           55.5128194          -33.6080222           21.9047971          134.2973594
                3399           56.2050966          -34.3057299           21.8993667          135.9721258
                3400           56.9690318          -35.0752523           21.8937795          137.8202481
                3401           57.7163812          -35.8286334           21.8877478          139.6282457
                3402           58.3607221          -36.4775994           21.8831227          141.1870439
                3403           58.8273473          -36.9470979           21.8802494          142.3159099
                3404           59.0618236          -37.1821302           21.8796934          142.8831581
                3405           59.0362267          -37.1563664           21.8798603          142.8212338
                3406           58.7523507          -36.8702835           21.8820672          142.1344771
                3407           58.2415273          -36.3561041           21.8854232          140.8986863
                3408           57.5610605          -35.6714325           21.8896280          139.2524917
                3409           56.7876958          -34.8916868           21.8960090          137.3815576
                3410           56.0088698          -34.1081393           21.9007306          135.4974113
                3411           55.3127403          -33.4074856           21.9052547          133.8133254
                3412           54.7781296          -32.8690288           21.9091009          132.5199880
                3413           54.4655313          -32.5536806           21.9118507          131.7637460
                3414           54.4102205          -32.4972148           21.9130057          131.6299372
                3415           54.6182320          -32.7072165           21.9110155          132.1331616
                3416           55.0656824          -33.1579275           21.9077549          133.2156395
                3417           55.7015095          -33.7981565           21.9033530          134.7538411
                3418           56.4532997          -34.5563264           21.8969733          136.5725821
                3419           57.2355564          -35.3442029           21.8913535          138.4650279
                3420           57.9594622          -36.0730786           21.8863836          140.2163106
                3421           58.5430093          -36.6610740           21.8819353          141.6280356
                3422           58.9203435          -37.0408729           21.8794705          142.5408875
                3423           59.0492631          -37.1711876           21.8780755          142.8527716
                3424           58.9160107          -37.0361958           21.8798149          142.5304057
                3425           58.5368080          -36.6546014           21.8822066          141.6130333
                3426           57.9559726          -36.0691088           21.8868638          140.2078686
                3427           57.2408286          -35.3492522           21.8915765          138.4777826
                3428           56.4739858          -34.5770092           21.8969765          136.6226261
                3429           55.7438784          -33.8422100           21.9016684          134.8563404
                3430           55.1346396          -33.2281735           21.9064661          133.3824617
                3431           54.7164796          -32.8062781           21.9102015          132.3708434
                3432           54.5376623          -32.6265454           21.9111169          131.9382462
                3433           54.6189821          -32.7090406           21.9099415          132.1349762
                3434           54.9514009          -33.0419622           21.9094387          132.9391681
                3435           55.4970870          -33.5910579           21.9060291          134.2592993
                3436           56.1937486          -34.2935146           21.9002340          135.9446724
                3437           56.9617691          -35.0661482           21.8956209          137.8026781
                3438           57.7133153          -35.8235846           21.8897307          139.6208287
                3439           58.3623963          -36.4777876           21.8846087          141.1910941
                3440           58.8347001          -36.9541573           21.8805428          142.3336980
                3441           59.0760883          -37.1978381           21.8782502          142.9176675
                3442           59.0588007          -37.1812843           21.8775165          142.8758452
                3443           58.7846360          -36.9051152           21.8795208          142.2125821
                3444           58.2847478          -36.4010656           21.8836822          141.0032458
                3445           57.6161028          -35.7270100           21.8890928          139.3856509
                3446           56.8549775          -34.9599632           21.8950142          137.5443263
                3447           56.0882495          -34.1876808           21.9005687          135.6894476
                3448           55.4034844          -33.4983719           21.9051125          134.0328547
                3449           54.8789453          -32.9700990           21.9088463          132.7638827
                3450           54.5746640          -32.6643964           21.9102676          132.0277613
                3451           54.5255856          -32.6145604           21.9110252          131.9090302
                3452           54.7375903          -32.8288196           21.9087707          132.4219147
                3453           55.1868368          -33.2806833           21.9061535          133.5087379
                3454           55.8224921          -33.9207796           21.9017124          135.0465237
                3455           56.5725280          -34.6769655           21.8955625          136.8610208
                3456           57.3519457          -35.4616675           21.8902782          138.7465985
                3457           58.0724831          -36.1871244           21.8853588          140.4897323
                3458           58.6526837          -36.7708854           21.8817983          141.8933613
                3459           59.0271733          -37.1484045           21.8787688          142.7993316
                3460           59.1540970          -37.2761833           21.8779137          143.1063872
                3461           59.0198699          -37.1417238           21.8781461          142.7816631
                3462           58.6406972          -36.7602379           21.8804593          141.8643633
                3463           58.0606871          -36.1754159           21.8852712          140.4611952
                3464           57.3467789          -35.4559898           21.8907892          138.7340990
                3465           56.5810687          -34.6850495           21.8960192          136.8816824
                3466           55.8514015          -33.9502308           21.9011708          135.1164619
                3467           55.2413167          -33.3358234           21.9054933          133.6405364
                3468           54.8204894          -32.9118817           21.9086077          132.6224654
                3469           54.6367659          -32.7270056           21.9097603          132.1779991
                3470           54.7107017          -32.8010244           21.9096773          132.3568655
                3471           55.0332116          -33.1257884           21.9074233          133.1370858
                3472           55.5666148          -33.6626769           21.9039379          134.4275020
                3473           56.2489649          -34.3496853           21.8992796          136.0782526
                3474           57.0011451          -35.1066978           21.8944473          137.8979369
                3475           57.7359143          -35.8465520           21.8893623          139.6755005
                3476           58.3679020          -36.4822568           21.8856453          141.2044138
                3477           58.8233755          -36.9409489           21.8824267          142.3063014
                3478           59.0486744          -37.1684388           21.8802356          142.8513474
                3479           59.0163639          -37.1358471           21.8805167          142.7731813
                3480           58.7283780          -36.8458321           21.8825459          142.0764819
                3481           58.2158107          -36.3295769           21.8862338          140.8364723
                3482           57.5353798          -35.6447780           21.8906018          139.1903647
                3483           56.7629545          -34.8667412           21.8962133          137.3217029
                3484           55.9849082          -34.0836374           21.9012707          135.4394429
                3485           55.2882658          -33.3824478           21.9058180          133.7541164
                3486           54.7507763          -32.8412961           21.9094802          132.4538146
                3487           54.4320597          -32.5205851           21.9114746          131.6827709
                3488           54.3668093          -32.4544468           21.9123625          131.5249163
                3489           54.5608445          -32.6506777           21.9101668          131.9943289
                3490           54.9904737          -33.0833430           21.9071307          133.0336936
                3491           55.6052142          -33.7032838           21.9019304          134.5208822
                3492           56.3335644          -34.4368680           21.8966964          136.2829167
                3493           57.0911835          -35.2008489           21.8903346          138.1157591
                3494           57.7905229          -35.9060983           21.8844246          139.8076104
                3495           58.3508160          -36.4697801           21.8810359          141.1630790
                3496           58.7072990          -36.8281757           21.8791233          142.0254874
