           Time Step     Kinetic Energy eV     Potential Energy eV       Total Energy eV         Current Temp
                 473            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 474            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 475            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 476            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 477            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 478            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 479            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 480            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 481            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 482            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 483            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 484            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 485            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 486            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 487            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 488            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 489            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 490            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 491            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 492            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 493            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 494            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 495            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 496            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 497            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 498            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 499            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 500            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 501            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 502            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 503            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 504            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 505            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 506            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 507            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 508            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 509            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 510            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 511            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 512            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 513            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 514            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 515            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 516            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 517            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 518            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 519            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 520            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 521            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 522            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 523            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 524            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 525            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 526            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 527            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 528            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 529            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 530            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 531            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 532            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 533            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 534            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 535            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 536            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 537            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 538            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 539            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 540            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 541            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 542            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 543            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 544            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 545            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 546            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 547            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 548            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 549            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 550            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 551            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 552            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 553            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 554            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 555            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 556            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 557            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 558            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 559            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 560            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 561            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 562            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 563            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 564            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 565            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 566            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 567            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 568            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 569            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 570            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 571            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 572            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 573            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 574            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 575            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 576            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 577            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 578            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 579            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 580            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 581            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 582            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 583            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 584            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 585            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 586            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 587            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 588            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 589            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 590            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 591            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 592            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 593            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 594            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 595            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 596            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 597            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 598            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 599            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 600            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 601            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 602            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 603            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 604            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 605            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 606            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 607            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 608            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 609            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 610            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 611            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 612            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 613            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 614            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 615            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 616            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 617            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 618            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 619            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 620            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 621            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 622            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 623            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 624            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 625            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 626            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 627            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 628            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 629            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 630            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 631            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 632            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 633            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 634            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 635            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 636            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 637            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 638            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 639            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 640            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 641            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 642            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 643            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 644            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 645            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 646            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 647            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 648            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 649            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 650            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 651            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 652            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 653            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 654            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 655            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 656            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 657            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 658            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 659            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 660            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 661            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 662            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 663            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 664            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 665            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 666            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 667            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 668            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 669            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 670            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 671            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 672            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 673            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 674            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 675            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 676            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 677            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 678            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 679            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 680            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 681            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 682            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 683            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 684            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 685            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 686            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 687            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 688            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 689            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 690            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 691            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 692            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 693            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 694            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 695            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 696            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 697            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 698            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 699            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 700            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 701            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 702            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 703            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 704            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 705            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 706            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 707            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 708            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 709            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 710            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 711            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 712            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 713            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 714            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 715            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 716            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 717            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 718            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 719            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 720            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 721            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 722            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 723            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 724            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 725            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 726            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 727            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 728            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 729            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 730            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 731            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 732            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 733            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 734            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 735            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 736            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 737            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 738            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 739            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 740            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 741            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 742            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 743            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 744            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 745            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 746            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 747            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 748            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 749            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 750            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 751            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 752            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 753            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 754            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 755            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 756            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 757            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 758            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 759            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 760            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 761            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 762            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 763            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 764            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 765            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 766            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 767            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 768            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 769            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 770            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 771            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 772            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 773            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 774            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 775            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 776            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 777            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 778            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 779            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 780            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 781            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 782            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 783            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 784            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 785            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 786            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 787            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 788            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 789            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 790            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 791            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 792            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 793            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 794            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 795            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 796            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 797            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 798            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 799            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 800            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 801            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 802            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 803            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 804            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 805            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 806            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 807            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 808            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 809            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 810            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 811            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 812            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 813            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 814            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 815            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 816            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 817            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 818            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 819            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 820            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 821            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 822            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 823            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 824            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 825            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 826            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 827            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 828            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 829            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 830            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 831            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 832            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 833            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 834            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 835            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 836            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 837            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 838            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 839            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 840            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 841            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 842            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 843            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 844            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 845            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 846            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 847            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 848            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 849            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 850            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 851            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 852            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 853            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 854            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 855            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 856            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 857            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 858            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
                 859            -nan(ind)            -nan(ind)            -nan(ind)            -nan(ind)
